author,description
Якутович Георгій В’ячеслав.,"Плотарі. 1960. Папір, ліногравюра. 44х69,5"
Якушин Анатолій Борис.,"Ю. Гагарін. З серії «Космос». 1975. Папір, літографія. 72х45"
Якушин Анатолій Борисович,Над мертвою планетою. З серії «Космос». 1975. Кольорова літографія. 72х38
Якушин Анатолій Борисович,"Над мертвою планетою. 1975. Папір, кольорова літографія. 73х40"
Якушин Анатолій Борисович,"Над мертвою планетою. Папір, кольорова літографія. 74х39"
Якушин Анатолій Борисович,"Ікар. 1975. Папір, кольорова літографія. 75х38"
Якушин Анатолій Борисович,"Курили. На риборозвідку. 1973. Папір, кольорова літографія. 61х48"
Якушин Анатолій Борисович,"Перед злітанням. Папір, кольорова літографія. 61х48"
Яроменок Юрій Іванович,"Емблема. 1976. Папір, гуаш. 24,5х26,5"
Яроменок Юрій Іванович,"Ескіз значка «Народна творчість». (50 – річчя СРСР). 1972. Папір, гуаш. 9х7,5"
Яроменок Юрій Іванович,"Ескіз значка «Відмінник культури». 1971. Папір, гуаш. 10,5х8,5"
Ярошенко Микола Олексан.,"Будиночок у горах. ІІ полов. ХІХ ст. Папір, акварель. 34,5х47,5"
Ятченко Юлій Микол.,"Рідне. 1976. Папір, фломастер. 43х57"
"Гречанова Ганна Іванівна с. Петриківка, Дніпропетр. обл.","Декоративний мотив «Гвоздики». ХХ ст. Папір, аплікація. 41х31,5"
Журба Олександр Михайлович м. Херсон,"Батько. 1987. Папір, аплікація. 41,7х29,8"
Балаш Віктор Григорович,"«Ніч». І акт. Ескіз декорації до вистави «Майська ніч» М.В. Гоголя. 1980. Тканина на фанері, аплікація. 60х82 Д – 341, КН – 3220"
Балаш Віктор Григорович,"«Сон». ІІ акт. Ескіз декорації до вистави «Майська ніч» М.В. Гоголя. 1980. Тканина на картоні, аплікація. 60х82"
Балаш Віктор Григорович,"«Хата голови». ІІ акт. Ескіз декорації до вистави «Майська ніч» М.В. Гоголя. 1980. Тканина на картоні, аплікація. 43,4х68"
Балаш Віктор Григорович,"Ескіз – макет до вистави «Меч та хрест» М. Стадника. 1975. Картон, аплікація. 70х93"
Балаш Віктор Григорович,"Ескіз декорації І дії до вистави «Оргія» Л. Українки. 1971. Тканина на картоні, олія. 52,5х68,3"
Балаш Віктор Григорович,"Сценографія до вистави «Останні» О.М. Горького. 1987. Дерево, тканина, метал, мішана техніка. 62х64"
Балаш Віктор Григорович,"Ескіз декорації до вистави «Перед заходом сонця» Г. Гауптмана (Кабінет Клаузена). 1980. Вельвет, олія. 47х57"
Балаш Віктор Григорович,"Ескіз декорації до вистави «Перед заходом сонця» Г. Гауптмана (У садівника). 1980. Вельвет, олія. 47х57"
"Булавін Лідія Іллівна (1959 р.н.) с. Петриківка, Дніпропетров. обл.","Декоративний мотив «Метелик та квітка». Кінець 1990-х рр. Папір, темпера. 15х10,5"
Булавін Лідія Іллівна,"Декоративний мотив «Метелик та квітка». Кінець 1990-х рр. Папір, темпера. 15х10,5"
Булавін Лідія Іллівна,"Декоративний мотив «Червона квітка та метелик». Кінець 1990-х рр. Папір, темпера. 14,9х10,5"
Булавін Лідія Іллівна,"Декоративний мотив «Червона квітка та метелик». Кінець 1990-х рр. Папір, темпера. 14,9х10,5"
"Вітковська Людмила Владиславівна (1951 р.н.) с. Чонгар, Генічеський район Херсонської обл.","«Горе тій чайці, чайці небозі, що вивела діток при битій дорозі…» 1987. Папір, акварель, гуаш. 86,2х61,2"
Вітковська Людмила Владиславівна,"«Не слухала Катерина ні батька, ні неньки…» 1987. Папір, акварель, гуаш, темпера. 85,7х61,1"
Вітковська Людмила Владиславівна,"«А у селах у веселих і люди веселі…» 1987. Папір, акварель, гуаш. 62,2х86,4"
Вітковська Людмила Владиславівна,"«Біля дуба русалоньки мовчки дожидали…» 1987. Папір, акварель, гуаш. 61,2х86,4"
Вітковська Людмила Владиславівна,"«Зацвіла у лузі червона калина…» 1987. Папір, акварель, гуаш. 61,2х86,4"
Вітковська Людмила Владиславівна,"Панно «Птах миру». ХХ ст. Папір, темпера, гуаш. 61х85 Д – 578, КН – 5382"
Вітковська Людмила Владиславівна,"Панно «Слався колгоспна наша родина» 1986. Папір, темпера, гуаш. 60,5х85"
Вітковська Людмила Владиславівна,"Панно «Хліборобське щастя» 1986. Папір, темпера, гуаш. 60,5х85"
Глущенко Володимир Андрійович (1939 р.н.) Дніпроп обл .с. Червонопартизанське,"Декоративне панно «Соловейко». 1963. Папір, темпера. 60х41,5"
Глущенко Пелагія Іванівна (1908-1983) с.Петриківка – Київ.,"Декоративний мотив. 1963. Папір, темпера. 47х37"
Гоменюк Ярина (Ірина) Остапівна (1913-1987 (9) Черкаської обл.,"Фриз «Квіти з червоними ягодами». ХХ ст. Картон, гуаш, розпис. 17х57"
Гречанова Галина Іванівна,"Декоративний мотив «Гвоздики». ХХ ст. Папір, аплікація. 41х31,5"
Гусак Марія Михайлівна (1963 р.н.) смт Сиваське Херсонської обл.,"Посвячення Катерині Білокур. 2005. Папір, гуаш. 58х42,5"
Гусак Марія Михайлівна,"Сестрички. 2005. Папір, гуаш. 37,7х50,8 (40,5х55,5)"
Гусак Марія Михайлівна,"Співучий сад. 2005. Папір, гуаш. 37,5х50,3 (39х52)"
Гусак Марія Михайлівна,"Переспів. 2005. Папір, гуаш. 39,5х52,5 (42х57)"
Гусак Марія Михайлівна,"Соловейко. 2011. Папір, гуаш. 70х50"
Гусак Марія Михайлівна,"Левенятко. 2010. Папір, гуаш. 60х80"
Гусак Марія Михайлівна,"Великдень. 2010. Папір, гуаш. 60х80"
Гусак Марія Михайлівна,"Веснянка. 2011. Папір, гуаш. 60х80"
Гусак Марія Михайлівна,"Родина Ковачів. 2010. Папір, гуаш. 60х80"
Гусак Марія Михайлівна,"Польові квіти. 1986. Кольоровий папір, гуаш. 60х80"
Мельник - Гоменюк Софія Остапівна (зараз Родниківка) Черкаської обл. – м. Умань.,"Фантазія. 1990. Папір, гуаш 55х44"
Павленко Віра Іванівна м. Київ (с. Петриківка),"Панно «Блакитні квіти». 1963. Папір, гуаш. 30х20,8"
Павленко Віра Іванівна,"Декоративне панно «Квіти». 1966. Папір, гуаш, акварель, розпис. 26,5х36"
Павленко-Черниченко Ганна (Галина) Іванівна. м. Київ (с. Петриківка),"Декоративний мотив. 1960. Папір, акварель. 40х28,5"
Павленко-Черниченко Ганна (Галина) Іванівна.,"Декоративне панно «Квіти у вазі». 1965. Папір, гуаш, акварель, темпера, розпис. 40х65"
"Панко Федір Савович (1924-2007) с. Петриківка, Дніпропетров. обл.","Панно «Прилетіли птахи». 1978. Папір, яєчна темпера. 59х83,5 На звороті внизу праворуч графітним олівцем: 12-К Інв №3948-н"
Петрова Людмила Олександрівна (1923-1997) м. Херсон,"Панно «Квіти та птахи». 1978. Папір, гуаш. 67,5х76"
Петрова Людмила Олександрівна,"Панно «Сині квіти». 1978. Папір на картоні, гуаш. 80х49"
Петрова Людмила Олександрівна,"Панно «Сонячна дорога». 1976. Папір на картоні, гуаш. 75х81"
Петрова Людмила Олександрівна,"Панно «Дзвіночки». 1977. Папір на картоні, гуаш. 62х84"
Петрова Людмила Олександрівна,"Панно «Блакитні квіти». 1976. Папір на картоні, гуаш. 72х65"
Петрова Людмила Олександрівна,"Панно «Пісня хлібу». 1976. Папір на картоні, гуаш. 71х66"
Петрова Людмила Олександрівна,"Панно «Димчасті птахи». 1978. Кольоровий картон, гуаш. 62,5х84"
Петрова Людмила Олександрівна,"Панно «Павичі та квіти». «Букет з червоними та чорними кольорами». 1980. Кольоровий картон, гуаш. 54х77"
Петрова Людмила Олександрівна,"Панно «Павичеве щастя». 1976. Папір на картоні, гуаш. 53х78"
Петрова Людмила Олександрівна,"Панно «Виноград і жар птиці». 1979. Папір, гуаш. 55,5х78"
Петрова Людмила Олександрівна,"Панно «Гніздо з пташенятами». 1980. Картон, гуаш. 46х76,5"
Петрова Людмила Олександрівна,"Панно «Вечірня пісня». 1979. Папір на картоні, гуаш. 52,5х58,5"
Петрова Людмила Олександрівна,"Панно «Букет з осінніми квітами». 1976. Папір на картоні, гуаш. 40,5х60"
Петрова Людмила Олександрівна,"Панно «Лугові квіти». 1979. Папір на картоні, гуаш. 62х42"
Петрова Людмила Олександрівна,"Панно «Осінні хризантеми». 1977. Папір на картоні, гуаш. 61,5х43,5"
Петрова Людмила Олександрівна,"Панно «Про що співають шпаки». 1977. Папір на картоні, гуаш. 69х41,5"
Петрова Людмила Олександрівна,"Панно «Горобина та блакитні квіти». 1978. Папір на картоні, гуаш. 79,5х48,5"
Петрова Людмила Олександрівна,"Панно «Ромашки та маки». 1977. Кольоровий картон, гуаш. 74х51,5"
Петрова Людмила Олександрівна,"Панно «Олені». (Літо в Асканії-Нова). 1976. Папір, гуаш. 74,5х66"
Петрова Людмила Олександрівна,"Панно «Букет солісту». 1976. Папір на картоні, гуаш. 71х63"
Петрова Людмила Олександрівна,"Панно «Від пісень болять вуха». 1976. Папір на картоні, гуаш. 65х71"
Петрова Людмила Олександрівна,"Панно «Херсонські плавні». 1976. Папір на картоні, гуаш. 67х74"
Петрова Людмила Олександрівна,"Панно «Модниці». 1978. Папір на картоні, гуаш. 64,5х72"
Петрова Людмила Олександрівна,"Панно «Блакитний березень». 1976. Папір на картоні, гуаш. 75х75,5"
Петрова Людмила Олександрівна,"Панно «Пусть всегда будет солнце». 1976. Папір на картоні, гуаш. 65х73"
Петрова Людмила Олександрівна,"Панно «Трава бажання». 1978. Кольоровий картон, гуаш. 84х62"
Петрова Людмила Олександрівна,"Панно «Килим. Обід». 1977. Кольоровий картон, гуаш. 62х84"
Петрова Людмила Олександрівна,"Панно «Георгіни». 1978. Кольоровий картон, гуаш. 73х53,5"
Петрова Людмила Олександрівна,"Панно «Ранок». 1976. Папір на картоні, гуаш. 82,5х64"
Петрова Людмила Олександрівна,"Панно «Перепеличка». 1983. Кольоровий картон, гуаш. 64,5х83,5"
Петрова Людмила Олександрівна,"Панно «Голуб та голубка молоді». 1979. Картон, гуаш. 50х80"
Петрова Людмила Олександрівна,"Панно «Давай, милка, постраждаймо». 1977. Папір на картоні, гуаш. 48,5х81"
Петрова Людмила Олександрівна,"Панно «Цып, цып, цып, мои цыплята». 1979. Кольоровий картон, гуаш. 50х77"
Петрова Людмила Олександрівна,"Панно «Червоні гвоздики». 1977. Папір на картоні, гуаш. 75х82"
Петрова Людмила Олександрівна,"Панно «Солов’їна пісня». 1975. Папір на картоні, гуаш. 75х84"
Петрова Людмила Олександрівна,"Панно «Півні». 1977. Папір на картоні, гуаш. 69х78,5"
Петрова Людмила Олександрівна,"Панно «Дві пави». 1976. Папір на картоні, гуаш. 80х59,5"
Петрова Людмила Олександрівна,"Панно «Літо, літечко». 1975. Папір на картоні, гуаш. 70х80"
Петрова Людмила Олександрівна,"Панно «Журавлина пісня». 1977. Папір на картоні, кулькова ручка. 70х87"
Петрова Людмила Олександрівна,"Панно «Ранкова пісня». 1977. Папір, гуаш. 39,7х58,6"
Петрова Людмила Олександрівна,"Панно «Пташині радощі». 1977. Картон, гуаш. 48х80,2"
Петрова Людмила Олександрівна,"Панно «Лугові квіти у горщику». 1976. Тонований картон, гуаш. 48х76"
Петрова Людмила Олександрівна,"Панно «Іриси у плавнях». 1980. Кольоровий картон, гуаш. 48х80,2"
Петрова Людмила Олександрівна,"Букет з піснею. 1997. Картон, гуаш. 79х50"
Петрова Людмила Олександрівна,"Проказниці. 1997. Картон, гуаш. 80х50"
Петрова Людмила Олександрівна,"Птах і тюльпани. 1997. Картон, гуаш. 49х79,5"
Петрова Людмила Олександрівна,"Лілії. 1978. Картон, гуаш. 51х79,5"
Петрова Людмила Олександрівна,"Сонячний день. Кульбаби. 1978. Папір, гуаш. 36х49"
Петрова Людмила Олександрівна,"Осінні квіти в глечику. 1978. Картон, гуаш. 50х80"
Петрова Людмила Олександрівна,"Птахи й горобина. 1977. Картон, гуаш. 79,5х50,5"
Петрова Людмила Олександрівна,"Весілля. 1974. Папір на картоні, кулькова ручка. 55х64"
Петрова Людмила Олександрівна,"Невдале полювання. 1978. Папір, гуаш. 61х85,5"
Петрова Людмила Олександрівна,"Пано. Килим. 1977. Папір, гуаш. 58х82"
Петрова Людмила Олександрівна,"Перед дощем. ХХ ст. Папір, гуаш. 60х83"
Петрова Людмила Олександрівна,"«Плугатарі з плугами йдуть». 1986. Папір, акварель, гуаш. 42х61"
Петрова Людмила Олександрівна,"«Ще треті півні не співали». 1986. Папір, гуаш. 52х42"
Петрова Людмила Олександрівна,"Декоративне панно. 1977. Папір, гуаш. 50х74"
Петрова Людмила Олександрівна,"Вічний зов. ХХ ст. Картон, гуаш. 49,5х49,5"
Петрова Людмила Олександрівна,"Зозуля в саду. 1977. Папір, гуаш. 47,5х69,5"
Петрова Людмила Олександрівна,"Пташина мелодія. 1970-ті рр. Папір, гуаш. 55х76"
Петрова Людмила Олександрівна,"Пано. Скатертина. 1976. Папір, гуаш. 73х81"
Петрова Людмила Олександрівна,"Щаслива родина. ХХ ст. Папір, гуаш. 75х67,5"
Петрова Людмила Олександрівна,"Радість. ХХ ст. Картон, гуаш. 49,5х59,5"
Петрова Людмила Олександрівна,"Червона калина. 1987. Папір, гуаш. 84х56"
Петрова Людмила Олександрівна,"Сині птахи. 1977. Тонований картон, гуаш. 85х60"
Петрова Людмила Олександрівна,"Червоні маки. ХХ ст. Картон, гуаш. 65х74"
Петрова Людмила Олександрівна,"«Садок вишневий коло хати». 1986. Папір, гуаш. 40х60"
Петрова Людмила Олександрівна,"«Сичі в гаю перекликались». 1986. Папір, гуаш. 59х42"
Петрова Людмила Олександрівна,"«Хрущі над вишнями гудуть». 1986. Папір, гуаш. 41х61"
Петрова Людмила Олександрівна,"Волошки. 1977. Тонований картон, гуаш. 60х83"
Петрова Людмила Олександрівна,"Подружки. Модні зачіски. 1977. Папір на картоні, гуаш. 56х85"
"Пилипенко Ірина Ульянівна с. Петриківка, Дніпропетровс. обл.","Панно «Червоні майори». ХХ ст. Папір, темпера. 36х27"
Пилипенко Ірина Ульянівна,"Декоративний розпис «Хризантеми». ХХ ст. Папір, темпера. 42х30"
"Пікуш Андрій Андрійович (1950 р.н.) с. Петриківка, Дніпроп. обл.","Панно «Соняшники». 1977. Папір, темпера. 61,5х85"
Примаченко (Приймаченко) Марія Оксентіївна (1908 (9)-1997) Київська обл.,"Декоративне панно «Помідори у вазі». ХХ ст. Папір, гуаш, розпис. 42х30"
"Рибак Наталія Михайлівна (1958 р.н.) с. Петриківка, Дніпроп. обл.","Декоративний мотив «Диво-квітка». Кінець 1990-х рр. Папір, темпера. 14,8х10,4"
Рибак Наталія Михайлівна,"Декоративний мотив «Сині квіти». 1996. Папір, темпера. 14,7х10,7"
Рибак Наталія Михайлівна,"Декоративний мотив «Полуниця». Кінець 1990-х рр. Папір, темпера. 15х10,5"
Рибак Наталія Михайлівна,"Панно «Птахи та виноград». 1996. Папір, темпера. 14,8х10,5"
Рибак Наталія Михайлівна,"Панно «Птахи та виноград». 1996. Папір, темпера. 14,9х10,6"
Рибак Наталія Михайлівна,"Декоративний мотив «Калина». Кінець 1990-х рр. Папір, темпера. 14,8х10,5"
Рибак Наталія Михайлівна,"Декоративний мотив «Калина». Кінець 1990-х рр. Папір, темпера. 14,9х10,5"
Семенюк Віра Михайлівна (1957р.н.),"Ярмарок. Панно. 1979. Картон, гуаш. 50х80"
Семенюк Віра Михайлівна,"Масляниця. 1979. Картон, гуаш, темпера. 64х82,5"
Семенюк Віра Михайлівна,"Свято на Івана Купала. 1978. Картон, гуаш, темпера. 62х82"
Семенюк Віра Михайлівна,"«Засвіт встали козаченьки». 1984. Картон, гуаш, темпера. 49,5х78,5"
Семенюк Віра Михайлівна,"На Івана Купала. 1988. Картон, гуаш, темпера. 60х71,5"
Семенюк Віра Михайлівна,"Думи Мамая. 1979. Картон, гуаш, темпера. 58х79"
Семенюк Віра Михайлівна,"Єгорьєв день. 1983. Папір, гуаш, темпера. 59,5х82,5"
Семенюк Віра Михайлівна,"Панно «Пробудження». 1981-82. Папір, темпера. 59х83"
Семенюк Віра Михайлівна,"Панно «Рожевий ранок». 1983. Картон, темпера. 51х67"
Семенюк Віра Михайлівна,"Панно «Біля дуба кучерявого». 1979. Папір, гуаш. 73,5х52,5"
Семенюк Віра Михайлівна,"Панно «Поцілунок». 1979. Картон, темпера. 61х85,5 Внизу праворуч жовтою гуашшю: Поцілунок."
Семенюк Віра Михайлівна,"Панно «Чорнобривців насіяла мати». 1981. Папір, темпера, гуаш. 59,5х72"
Семенюк Віра Михайлівна,"Панно «Полюбила чорноброва козака дівчина» 1982. Картон, темпера, гуаш. 48,5х54,5"
Скицюк Іван Степанович (1907-2004) м. Київ,"Декоративне панно «Півень». 1962. Картон, гуаш, розпис. 50х35"
Скицюк Іван Степанович,"Декоративний розпис «Ягоди». 1962. Ґрунтований картон, гуаш, розпис. 33х50"
"Скляр Ліана Федорівна (1970 р.н.) с. Петриківка, Дніпропетр. обл.","Панно «Золотий півник». 1996. Картон, темпера. 21х14,5"
Скляр Ліана Федорівна,"Панно «Жар-птиця». 1996. Папір, темпера. 16,2х12"
"Скляр Уляна Миколаївна (1951-2001) с. Петриківка, Дніпроп. обл.","Панно «Горобина». Кінець 1990-х рр. Картон, темпера. 21х14,5"
Тимошенко Надія Митрофанівна (1907 р.н.) с. Петриківка,"Декоративний розпис «Червоні квіти». 1966. Папір, гуаш, акварель. 40х57 На звороті внизу праворуч графітним олівцем: Д-44 Ф-11626 (закреслені) 1966 р. 20-0"
Шнайдер Борис Лукич (1937-2020) м. Херсон,"Ескіз тканини «Платан» - 1. ХБК. Папір, гуаш. 98х71"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 2. ХБК. Папір, гуаш. 99,5х69,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 3. ХБК. Папір, гуаш. 100х69,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 4. ХБК. Папір, гуаш. 69,5х100"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 5. ХБК. Папір, гуаш. 96,5х70"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 6. ХБК. Папір, гуаш. 93х67"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 7. ХБК. Папір, гуаш. 96х69,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 8. ХБК. Папір, гуаш. 99,5х68"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 9. ХБК. Папір, гуаш. 100х69,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 10. ХБК. Папір, гуаш. 102х70"
Шнайдер Борис Лукич,"Ескіз тканини«Платан» - 11. ХБК. Папір, гуаш. 79,5х67,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 13. ХБК. Папір, гуаш. 83,5х60"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 14. ХБК. 1983. Папір, гуаш. 89,5х62"
Шнайдер Борис Лукич,"Ескіз тканини «Декор» - 1. ХБК. Папір, гуаш. 100х69,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 1. ХБК. Папір, гуаш. 100х69,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 2. ХБК. 1976. Папір, гуаш. 99х59,5"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 1. ХБК. Папір, гуаш, олівець. 99,5х63"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 2. ХБК. Папір, гуаш. 69х98"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 3. ХБК. Папір, гуаш. 91х70"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 4. ХБК. Папір, гуаш. 98х69"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 5. ХБК. Папір, гуаш. 92х70"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 6. ХБК. Папір, гуаш. 99,5х69,5"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 7. ХБК. 1981. Папір, гуаш. 66х59,5"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 8. ХБК. 1981. Папір, гуаш. 83,5х61"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Інтер’єр» - 9. ХБК. 1981. Папір, гуаш. 83,5х59,5"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 10. ХБК. Папір, гуаш. 70х79,5"
Шнайдер Борис Лукич,"Ескіз тканини «Інтер’єр» - 11. ХБК. Папір, гуаш. 88,5х57"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 15. ХБК. Папір, гуаш. 79х70"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 16. ХБК. 1981. Папір, гуаш. 81,5х63,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 17. ХБК. 1981. Папір, гуаш. 80,5х67,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 18. ХБК. 1981. Папір, гуаш. 79,5х59,5"
Шнайдер Борис Лукич,"Ескіз тканини «Платан» - 19. ХБК. Папір, гуаш. 73х59,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 20. ХБК. Папір, гуаш. 60х66,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 21. ХБК. Папір, гуаш. 75х60"
Шнайдер Борис Лукич,"Ескіз декоративної тканини «Платан» - 22. ХБК. Папір, гуаш. 79,5х61"
Шнайдер Борис Лукич,"Ескіз тканини «Декор» -2. ХБК. Папір, гуаш. 79,5х64,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 3. ХБК. Папір, гуаш. 89,5х60"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 4. ХБК. Папір, гуаш. 59,5х89"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 5. ХБК. Папір, гуаш. 68х83,5"
Шнайдер Борис Лукич,"Ескіз декоративної тканини - 6. ХБК. Папір, гуаш. 78х60"
Шнайдер Борис Лукич,"Ескіз декоративної тканини для меблів - 1. ХБК. Папір, гуаш. 52х78"
Шнайдер Борис Лукич,"Ескіз декоративної тканини для меблів - 2. ХБК. Папір, гуаш. 51х65"
Шнайдер Борис Лукич,"Ескіз рушника «Москва-80». ХБК. 1979. Папір, гуаш. 93,5х50, 103,5х60"
Шнайдер Борис Лукич,"Ескіз рушника - 2. ХБК. 1982. Папір, гуаш. 93,5х48, 103,5х58"
Шнайдер Борис Лукич,"Ескіз рушника - 3. ХБК. Папір, гуаш. 96х48, 106х58"
Шнайдер Борис Лукич,"Ескіз рушника - 4. ХБК. Папір, гуаш. 93,5х48, 104х58"
Шнайдер Борис Лукич,"Ескіз рушника - 5. ХБК. Папір, гуаш. 93,5х48, 103,5х58"
Шнайдер Борис Лукич,"Ескіз рушника - 6. ХБК. Папір, гуаш. 93,5х50, 104х60"
Шнайдер Борис Лукич,"Ескіз рушника - 7. ХБК. Папір, гуаш. 93,5х48, 103х58"
Шнайдер Борис Лукич,"Ескіз рушника - 8. ХБК. Папір, гуаш. 93,5х50, 103,5х50"
Шнайдер Борис Лукич,"Ескіз рушника - 9 «Київ-1500». ХБК. 1981. Папір, гуаш. 73,7х38,8, 83,5х47,8"
Шнайдер Борис Лукич,"Ескіз рушника - 10 «Київ-1500». ХБК. 1981. Папір, гуаш. 76х37,5, 83,5х47,5"
Шнайдер Борис Лукич,"Ескіз рушника - 11 «Київ-1500». ХБК. 1981. Папір, гуаш. 73,7х37,5, 83,5х47,5"
Шнайдер Борис Лукич,"Ескіз рушника - 12 «Київ-1500». ХБК. 1981. Папір, гуаш. 73,5х37,5, 83х47,5"
Шнайдер Борис Лукич,"Ескіз рушника - 13 «Київ-1500». ХБК. 1981. Папір, гуаш. 73х37,5"
Шнайдер Борис Лукич,"Ескіз рушника - 14. ХБК. Папір, гуаш. 73,7х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 15. ХБК. Папір, гуаш. 63,7х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 16. ХБК. Папір, гуаш. 63,5х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 17. ХБК. Папір, гуаш. 73,5х37,7, 83,5х47,7"
Шнайдер Борис Лукич,"Ескіз рушника - 18. ХБК. Папір, гуаш. 73,5х38, 83,5х50"
Шнайдер Борис Лукич,"Ескіз рушника - 19. ХБК. Папір, гуаш. 73,5х37,5, 83,5х47,5"
Шнайдер Борис Лукич,"Ескіз рушника - 20. ХБК. Папір, гуаш. 73,5х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 21. ХБК. Папір, гуаш. 73,5х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 22. ХБК. Папір, гуаш. 73,5х37,5, 83,5х47,5"
Шнайдер Борис Лукич,"Ескіз рушника - 23. ХБК. Папір, гуаш. 73,5х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 24. ХБК. Папір, гуаш. 73,5х38, 83,5х48"
Шнайдер Борис Лукич,"Ескіз рушника - 25. ХБК. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 26 «Москва-80». ХБК. 1979. Папір, гуаш. 35х73,5, 45х83,5"
Шнайдер Борис Лукич,"Ескіз рушника - 27. ХБК. 1974. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 28. ХБК. 1974. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 29. ХБК. 1974. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 30. ХБК. 1970-ті. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 31. ХБК. 1970-ті. Папір, гуаш. 73,5х35, 83,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 32. ХБК. Тонований папір, гуаш. 80х35, 94х38"
Шнайдер Борис Лукич,"Ескіз рушника - 33. ХБК. Папір, гуаш. 82х36, 93х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 34. ХБК. Папір, гуаш. 76х33, 96х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 35. ХБК. Папір, гуаш. 81,5х36, 97х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 36. ХБК. Папір, гуаш. 81,5х36,3, 96х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 37. ХБК. Папір, гуаш. 81,5х36,5, 99х45"
Шнайдер Борис Лукич,"Ескіз рушника - 38. ХБК. Папір, гуаш. 82х36,5, 99х45"
Шнайдер Борис Лукич,"Ескіз рушника - 39. ХБК. Папір, гуаш. 82х36, 98,5х45"
Шнайдер Борис Лукич,"Ескіз рушника - 40. ХБК. Папір, гуаш. 79,5х35, 98х46"
Шнайдер Борис Лукич,"Ескіз рушника - 41. ХБК. Папір, гуаш. 80х35, 97х46"
Шнайдер Борис Лукич,"Ескіз рушника - 42. ХБК. Папір, гуаш. 79,5х35, 99х45"
Шнайдер Борис Лукич,"Ескіз рушника - 43. ХБК. Папір, гуаш. 73,5х35, 85х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 44. ХБК. Папір, гуаш. 79,5х35, 89х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 45. ХБК. Папір, гуаш. 79,5х35, 89х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 46. ХБК. Папір, гуаш. 79,5х35, 89,5х41,5"
Шнайдер Борис Лукич,"Ескіз рушника - 47. ХБК. 1977. Папір, гуаш. 79,5х35, 89,5х41,5"
Вишивка.,"Вишивка. Росія Льон, металева нитка. 4х19,5"
